candidate_id,fuente,sku_semilla,caja_grosor_mm,L_int,W_int,H_int,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto,cajas_L,cajas_W,cajas_H,capacidad_pallet,carga_maxima_kg
t3_0_c05857,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,193.6170212765957,143.9999999,399.9999999,199.6170212765957,149.9999999,2,6,12,144,122.24607975058017
t3_0_c05858,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,260.63829787234044,399.9999999,239.9999999,266.63829787234044,2,5,6,60,130.47910291539245
t3_0_c05859,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,227.6595744680851,399.9999999,239.9999999,233.6595744680851,2,5,7,70,130.47910291539245
t3_0_c05860,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,238.2978723404256,399.9999999,239.9999999,244.2978723404256,2,5,7,70,130.47910291539245
t3_0_c05861,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,244.6808510638298,399.9999999,239.9999999,250.6808510638298,2,5,7,70,130.47910291539245
t3_0_c05862,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,250.0,399.9999999,239.9999999,256.0,2,5,7,70,130.47910291539245
t3_0_c05863,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,271.2765957446809,157.63636353636363,399.9999999,277.2765957446809,163.63636353636363,2,4,11,88,138.07881664519485
t3_0_c05864,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,271.2765957446809,287.2340425531915,399.9999999,277.2765957446809,293.2340425531915,2,4,6,48,138.07881664519485
t3_0_c05865,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,271.2765957446809,292.5531914893617,399.9999999,277.2765957446809,298.5531914893617,2,4,6,48,138.07881664519485
t3_0_c05866,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,251.14285704285717,399.9999999,239.9999999,257.14285704285714,2,5,7,70,130.47910291539245
t3_0_c05867,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,218.9999999,399.9999999,239.9999999,224.9999999,2,5,8,80,130.47910291539245
t3_0_c05868,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,271.2765957446809,218.9999999,399.9999999,277.2765957446809,224.9999999,2,4,8,64,138.07881664519485
t3_0_c05869,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,293.9999999,189.3617021276596,399.9999999,299.9999999,195.3617021276596,2,4,9,72,142.71151881753312
t3_0_c05870,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,293.9999999,320.21276595744683,399.9999999,299.9999999,326.21276595744683,2,4,5,40,142.71151881753312
t3_0_c05871,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,293.9999999,271.2765957446809,399.9999999,299.9999999,277.2765957446809,2,4,6,48,142.71151881753312
t3_0_c05872,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,293.9999999,246.8085106382979,399.9999999,299.9999999,252.8085106382979,2,4,7,56,142.71151881753312
t3_0_c05873,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,293.9999999,353.9999999,399.9999999,299.9999999,359.9999999,2,4,5,40,142.71151881753312
t3_0_c05874,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,293.9999999,374.468085106383,399.9999999,299.9999999,380.468085106383,2,4,4,32,142.71151881753312
t3_0_c05875,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,293.9999999,287.2340425531915,399.9999999,299.9999999,293.2340425531915,2,4,6,48,142.71151881753312
t3_0_c05876,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,271.2765957446809,338.2978723404256,399.9999999,277.2765957446809,344.2978723404256,2,4,5,40,138.07881664519485
t3_0_c05877,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,293.9999999,143.9999999,399.9999999,299.9999999,149.9999999,2,4,12,96,142.71151881753312
t3_0_c05878,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,265.95744680851067,157.63636353636363,399.9999999,271.95744680851067,163.63636353636363,2,4,11,88,136.99438261131715
t3_0_c05879,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,211.70212765957447,399.9999999,239.9999999,217.70212765957447,2,5,8,80,130.47910291539245
t3_0_c05880,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,285.10638297872345,353.9999999,399.9999999,291.10638297872345,359.9999999,2,4,5,40,140.89834513327696
t3_0_c05881,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,293.9999999,168.08510638297872,399.9999999,299.9999999,174.08510638297872,2,4,10,80,142.71151881753312
t3_0_c05882,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,271.2765957446809,173.9999999,399.9999999,277.2765957446809,179.9999999,2,4,10,80,138.07881664519485
t3_0_c05883,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,263.82978723404256,143.9999999,399.9999999,269.82978723404256,149.9999999,2,4,12,96,136.56060899776605
t3_0_c05884,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,293.9999999,243.6170212765957,399.9999999,299.9999999,249.6170212765957,2,4,7,56,142.71151881753312
t3_0_c05885,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,263.82978723404256,399.9999999,239.9999999,269.82978723404256,2,5,6,60,130.47910291539245
t3_0_c05886,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,280.8510638297872,351.06382978723406,399.9999999,286.8510638297872,357.06382978723406,2,4,5,40,140.03079790617477
t3_0_c05887,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,259.5744680851064,399.9999999,239.9999999,265.5744680851064,2,5,6,60,130.47910291539245
t3_0_c05888,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,206.38297872340428,399.9999999,239.9999999,212.38297872340428,2,5,8,80,130.47910291539245
t3_0_c05889,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,293.9999999,184.04255319148936,399.9999999,299.9999999,190.04255319148936,2,4,9,72,142.71151881753312
t3_0_c05890,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,263.82978723404256,173.9999999,399.9999999,269.82978723404256,179.9999999,2,4,10,80,136.56060899776605
t3_0_c05891,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,274.468085106383,399.9999999,239.9999999,280.468085106383,2,5,6,60,130.47910291539245
t3_0_c05892,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,285.10638297872345,399.9999999,239.9999999,291.10638297872345,2,5,6,60,130.47910291539245
t3_0_c05893,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,338.2978723404256,399.9999999,239.9999999,344.2978723404256,2,5,5,50,130.47910291539245
t3_0_c05894,busqueda_directa_grupos,particion_grupos,3.0,393.9999999,233.9999999,248.936170212766,399.9999999,239.9999999,254.936170212766,2,5,7,70,130.47910291539245
