candidate_id,fuente,sku_semilla,caja_grosor_mm,L_int,W_int,H_int,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto,cajas_L,cajas_W,cajas_H,capacidad_pallet,carga_maxima_kg
t3_0_c00044,optima_individual,BR0035,3.0,392.304156,292.784278,217.837136,398.30415636184154,298.78427829986595,223.83713576093285,2,4,8,64,142.11792755590363
t3_0_c00045,referencia_individual,BR0036,3.0,384.0,286.0,163.0,390.0,292.0,169.0,2,4,10,80,139.04179408766564
t3_0_c00046,optima_individual,BR0036,3.0,390.979072,291.715579,156.953761,396.97907207747807,297.7155792753997,162.95376095470093,2,4,11,88,141.62989833901688
t3_0_c00047,referencia_individual,BR0037,3.0,393.0,255.0,245.0,399.0,261.0,251.0,2,4,7,56,134.5565749235474
t3_0_c00048,referencia_individual,BR0042,3.0,393.0,255.0,194.0,399.0,261.0,200.0,2,4,9,72,134.5565749235474
t3_0_c00049,referencia_individual,BR0043,3.0,380.0,252.0,144.0,386.0,258.0,150.0,2,4,12,96,131.29459734964323
t3_0_c00050,optima_individual,BR0043,3.0,390.088344,233.458386,151.41684,396.088343971927,239.45838600874765,157.41683956571677,2,5,11,110,129.57119877281846
t3_0_c00051,referencia_individual,BR0045,3.0,375.0,182.0,152.0,381.0,188.0,158.0,2,6,11,132,116.00407747196738
t3_0_c00052,optima_individual,BR0045,3.0,387.13887,187.891398,142.617418,393.138869554199,193.89139802363792,148.61741756669724,2,6,12,144,119.67997300261709
t3_0_c00053,referencia_individual,BR0048,3.0,380.0,252.0,235.0,386.0,258.0,241.0,2,4,7,56,131.29459734964323
t3_0_c00054,optima_individual,BR0048,3.0,390.088344,233.458386,247.10387,396.088343971927,239.45838600874765,253.10387012460723,2,5,7,70,129.57119877281846
t3_0_c00055,referencia_individual,BR0049,3.0,380.0,252.0,245.0,386.0,258.0,251.0,2,4,7,56,131.29459734964323
t3_0_c00056,optima_individual,BR0049,3.0,390.088344,233.458386,257.618928,396.0883439719269,239.45838600874765,263.618928427782,2,5,6,60,129.57119877281846
t3_0_c00057,referencia_individual,BR0050,3.0,380.0,252.0,218.0,386.0,258.0,224.0,2,4,8,64,131.29459734964323
t3_0_c00058,optima_individual,BR0050,3.0,390.088344,233.458386,229.228271,396.088343971927,239.45838600874765,235.2282710092101,2,5,7,70,129.57119877281846
t3_0_c00059,referencia_individual,BR0051,3.0,380.0,252.0,228.0,386.0,258.0,234.0,2,4,7,56,131.29459734964323
t3_0_c00060,optima_individual,BR0051,3.0,390.088344,233.458386,239.743329,396.0883439719269,239.45838600874765,245.7433293123849,2,5,7,70,129.57119877281846
t3_0_c00061,referencia_individual,BR0057,3.0,380.0,252.0,226.0,386.0,258.0,232.0,2,4,7,56,131.29459734964323
t3_0_c00062,optima_individual,BR0057,3.0,390.088344,233.458386,237.640318,396.0883439719269,239.45838600874765,243.64031765174994,2,5,7,70,129.57119877281846
t3_0_c00063,referencia_individual,BR0065,3.0,388.0,288.0,169.0,394.0,294.0,175.0,2,4,10,80,140.2650356778797
t3_0_c00064,referencia_individual,BR0066,3.0,386.0,286.0,162.0,392.0,292.0,168.0,2,4,10,80,139.44954128440367
t3_0_c00065,optima_individual,BR0066,3.0,390.962092,291.614004,156.864737,396.96209218480413,297.61400371306917,162.86473735215452,2,4,11,88,141.60572801179882
t3_0_c00066,referencia_individual,BR0067,3.0,393.0,255.0,250.0,399.0,261.0,256.0,2,4,7,56,134.5565749235474
t3_0_c00067,referencia_individual,BR0069,3.0,393.0,255.0,214.0,399.0,261.0,220.0,2,4,8,64,134.5565749235474
t3_0_c00068,referencia_individual,BR0071,3.0,393.0,255.0,219.0,399.0,261.0,225.0,2,4,8,64,134.5565749235474
t3_0_c00069,referencia_individual,BR0074,3.0,395.0,296.0,245.0,401.0,302.0,251.0,1,3,7,21,143.32313965341487
t3_0_c00070,optima_individual,BR0074,3.0,392.108324,292.64389,249.637238,398.10832428212797,298.6438895883192,255.63723767453322,2,4,7,56,142.04938101334292
t3_0_c00071,referencia_individual,BR0076,3.0,393.0,255.0,168.0,399.0,261.0,174.0,2,4,10,80,134.5565749235474
t3_0_c00072,optima_individual,BR0076,3.0,393.899154,271.172055,157.620257,399.8991540910123,277.1720549356219,163.6202573257092,2,4,11,88,138.03694373631686
t3_0_c00073,referencia_individual,BR0079,3.0,393.0,255.0,265.0,399.0,261.0,271.0,2,4,6,48,134.5565749235474
t3_0_c00074,optima_individual,BR0079,3.0,392.595474,269.820608,250.702231,398.59547419087426,275.8206080794513,256.70223129105676,2,4,7,56,137.49563349038237
t3_0_c00075,referencia_individual,BR0080,3.0,393.0,255.0,270.0,399.0,261.0,276.0,2,4,6,48,134.5565749235474
t3_0_c00076,referencia_individual,BR0081,3.0,393.0,255.0,275.0,399.0,261.0,281.0,2,4,6,48,134.5565749235474
t3_0_c00077,referencia_individual,BR0082,3.0,395.0,296.0,280.0,401.0,302.0,286.0,1,3,6,18,143.32313965341487
t3_0_c00078,optima_individual,BR0082,3.0,388.1985,289.841003,290.959915,394.1985001630886,295.8410026902726,296.95991518912996,2,4,6,48,140.68083646347833
t3_0_c00079,referencia_individual,BR0086,3.0,383.0,248.0,229.0,389.0,254.0,235.0,2,4,7,56,131.0907237512742
t3_0_c00080,optima_individual,BR0086,3.0,389.167841,232.941434,239.939776,395.1678408604193,238.94143362717824,245.93977555920085,2,5,7,70,129.27813954894955
t3_0_c00081,referencia_individual,BR0087,3.0,383.0,248.0,214.0,389.0,254.0,220.0,2,4,8,64,131.0907237512742
t3_0_c00082,optima_individual,BR0087,3.0,389.167841,232.941434,224.223196,395.1678408604193,238.94143362717824,230.22319637410035,2,5,7,70,129.27813954894955
t3_0_c00083,referencia_individual,BR0089,3.0,383.0,248.0,239.0,389.0,254.0,245.0,2,4,7,56,131.0907237512742
t3_0_c00084,optima_individual,BR0089,3.0,389.167841,232.941434,250.417495,395.1678408604193,238.94143362717824,256.4174950159345,2,5,7,70,129.27813954894955
t3_0_c00085,referencia_individual,BR0091,3.0,383.0,248.0,209.0,389.0,254.0,215.0,2,4,8,64,131.0907237512742
t3_0_c00086,optima_individual,BR0091,3.0,389.167841,232.941434,218.984337,395.16784086041923,238.94143362717824,224.98433664573355,2,5,8,80,129.27813954894955
t3_0_c00087,referencia_individual,BR0092XL,3.0,393.0,294.0,224.0,399.0,300.0,230.0,2,4,7,56,142.50764525993884
t3_0_c00088,referencia_individual,BR0094,3.0,393.0,255.0,224.0,399.0,261.0,230.0,2,4,7,56,134.5565749235474
t3_0_c00089,optima_individual,BR0094,3.0,389.015047,266.108994,216.847688,395.01504722794374,272.1089939306953,222.84768783522298,2,4,8,64,136.0089788294881
t3_0_c00090,referencia_individual,BR0097,3.0,379.0,246.0,197.0,385.0,252.0,203.0,2,4,8,64,129.86748216106014
t3_0_c00091,optima_individual,BR0097,3.0,390.715783,231.46835,203.089734,396.71578334585155,237.46835029442454,209.08973435127376,2,5,8,80,129.29340135377697
t3_0_c00092,referencia_individual,BR0098,3.0,393.0,255.0,209.0,399.0,261.0,215.0,2,4,8,64,134.5565749235474
t3_0_c00093,referencia_individual,BR0100,3.0,380.0,282.0,181.0,386.0,288.0,187.0,2,4,9,72,137.41080530071355
t3_0_c00094,optima_individual,BR0100,3.0,393.130716,286.816533,172.016505,399.13071642930066,292.81653293957834,178.01650530446062,2,4,10,80,141.0697756103729
t3_0_c00095,referencia_individual,BR0101,3.0,380.0,282.0,175.0,386.0,288.0,181.0,2,4,9,72,137.41080530071355
t3_0_c00096,optima_individual,BR0101,3.0,386.385312,286.738573,169.263776,392.3853115186442,292.7385732848886,175.2637761018789,2,4,10,80,139.67867172345214
t3_0_c00097,referencia_individual,BR0102,3.0,395.0,296.0,178.0,401.0,302.0,184.0,1,3,9,27,143.32313965341487
t3_0_c00098,optima_individual,BR0102,3.0,388.1985,289.841003,184.967375,394.19850016308857,295.8410026902726,190.9673746559469,2,4,9,72,140.68083646347833
t3_0_c00099,referencia_individual,BR0103,3.0,380.0,282.0,201.0,386.0,288.0,207.0,2,4,8,64,137.41080530071355
t3_0_c00100,optima_individual,BR0103,3.0,389.852145,289.311328,190.969229,395.85214450731803,295.31132829227283,196.96922937397494,2,4,9,72,140.90998426087478
t3_0_c00101,referencia_individual,BR0104,3.0,386.0,286.0,201.0,392.0,292.0,207.0,2,4,8,64,139.44954128440367
t3_0_c00102,optima_individual,BR0104,3.0,392.103728,292.510654,193.466928,398.10372827969326,298.51065352097567,199.46692783798932,2,4,9,72,142.0212806933066
t3_0_c00103,referencia_individual,BR0106,3.0,391.0,255.0,230.0,397.0,261.0,236.0,2,4,7,56,134.14882772680937
t3_0_c00104,optima_individual,BR0106,3.0,391.275003,268.572532,218.223279,397.2750032159518,274.5725319645032,224.22327875953087,2,4,8,64,136.9719745525902
t3_0_c00105,referencia_individual,BR0107,3.0,391.0,255.0,240.0,397.0,261.0,246.0,2,4,7,56,134.14882772680937
t3_0_c00106,referencia_individual,BR0108,3.0,395.0,296.0,301.0,401.0,302.0,307.0,1,3,5,15,143.32313965341487
t3_0_c00107,optima_individual,BR0108,3.0,388.1985,289.841003,312.781909,394.19850016308857,295.8410026902726,318.7819088283147,2,4,5,40,140.68083646347833
t3_0_c00108,referencia_individual,BR0109,3.0,395.0,296.0,306.0,401.0,302.0,312.0,1,3,5,15,143.32313965341487
t3_0_c00109,optima_individual,BR0109,3.0,388.1985,289.841003,317.977622,394.19850016308857,295.8410026902726,323.9776215995492,2,4,5,40,140.68083646347833
t3_0_c00110,referencia_individual,BR0113,3.0,388.0,288.0,278.0,394.0,294.0,284.0,2,4,6,48,140.2650356778797
t3_0_c00111,referencia_individual,BR0114,3.0,395.0,296.0,255.0,401.0,302.0,261.0,1,3,6,18,143.32313965341487
t3_0_c00112,optima_individual,BR0114,3.0,388.1985,289.841003,264.981351,394.19850016308857,295.8410026902726,270.9813513329577,2,4,6,48,140.68083646347833
t3_0_c00113,referencia_individual,BR0115,3.0,386.0,286.0,283.0,392.0,292.0,289.0,2,4,6,48,139.44954128440367
t3_0_c00114,referencia_individual,BR0117,3.0,386.0,286.0,256.0,392.0,292.0,262.0,2,4,6,48,139.44954128440367
t3_0_c00115,optima_individual,BR0117,3.0,389.874671,290.759935,249.306567,395.8746711376755,296.7599348224774,255.30656723694915,2,4,7,56,141.20990947199854
t3_0_c00116,referencia_individual,BR0118,3.0,395.0,296.0,219.0,401.0,302.0,225.0,1,3,8,24,143.32313965341487
t3_0_c00117,optima_individual,BR0118,3.0,388.1985,289.841003,227.572219,394.1985001630886,295.8410026902726,233.5722193800695,2,4,7,56,140.68083646347833
t3_0_c00118,referencia_individual,BR0119,3.0,395.0,296.0,184.0,401.0,302.0,190.0,1,3,9,27,143.32313965341487
t3_0_c00119,optima_individual,BR0119,3.0,388.1985,289.841003,191.20223,394.1985001630886,295.8410026902726,197.20222998142825,2,4,9,72,140.68083646347833
t3_0_c00120,referencia_individual,BR0120,3.0,380.0,287.0,219.0,386.0,293.0,225.0,2,4,8,64,138.4301732925586
t3_0_c00121,referencia_individual,BR0121,3.0,388.0,288.0,348.0,394.0,294.0,354.0,2,4,5,40,140.2650356778797
t3_0_c00122,referencia_individual,BR0122,3.0,395.0,296.0,352.0,401.0,302.0,358.0,1,3,5,15,143.32313965341487
t3_0_c00123,optima_individual,BR0122,3.0,388.1985,289.841003,365.778179,394.1985001630886,295.8410026902726,371.77817909490625,2,4,4,32,140.68083646347833
t3_0_c00124,referencia_individual,BR0123,3.0,386.0,286.0,278.0,392.0,292.0,284.0,2,4,6,48,139.44954128440367
t3_0_c00125,referencia_individual,BR0125,3.0,380.0,282.0,202.0,386.0,288.0,208.0,2,4,8,64,137.41080530071355
t3_0_c00126,optima_individual,BR0125,3.0,390.481833,289.778623,191.300849,396.48183286961716,295.7786233400843,197.30084850976553,2,4,9,72,141.13363021604516
t3_0_c00127,referencia_individual,BR0126,3.0,380.0,282.0,256.0,386.0,288.0,262.0,2,4,6,48,137.41080530071355
t3_0_c00128,optima_individual,BR0126,3.0,387.890829,287.855826,245.690371,393.8908289466241,293.8558256919684,251.69037064512906,2,4,7,56,140.21338524741944
t3_0_c00129,referencia_individual,BR0130,3.0,395.0,296.0,250.0,401.0,302.0,256.0,1,3,7,21,143.32313965341487
t3_0_c00130,optima_individual,BR0130,3.0,388.1985,289.841003,259.785639,394.19850016308857,295.8410026902726,265.7856385617232,2,4,6,48,140.68083646347833
t3_0_c00131,referencia_individual,BR0132,3.0,395.0,245.0,230.0,401.0,251.0,236.0,1,4,7,28,132.9255861365953
t3_0_c00132,optima_individual,BR0132,3.0,392.336459,233.416681,243.052705,398.3364594215832,239.41668051427,249.05270505944824,2,5,7,70,130.02102750985793
t3_0_c00133,referencia_individual,BR0134,3.0,386.0,286.0,268.0,392.0,292.0,274.0,2,4,6,48,139.44954128440367
t3_0_c00134,referencia_individual,BR0135,3.0,388.0,288.0,273.0,394.0,294.0,279.0,2,4,6,48,140.2650356778797
t3_0_c00135,referencia_individual,BR0136,3.0,379.0,281.0,289.0,385.0,287.0,295.0,2,4,6,48,137.00305810397552
t3_0_c00136,referencia_individual,BR0136XL,3.0,379.0,285.0,289.0,385.0,291.0,295.0,2,4,6,48,137.81855249745158
t3_0_c00137,referencia_individual,BR0137,3.0,393.0,255.0,311.0,399.0,261.0,317.0,2,4,5,40,134.5565749235474
t3_0_c00138,optima_individual,BR0137,3.0,392.915114,270.15196,293.620425,398.91511426561533,276.151959797054,299.62042453091084,2,4,6,48,137.62835352959618
t3_0_c00139,referencia_individual,BR0139,3.0,395.0,296.0,270.0,401.0,302.0,276.0,1,3,6,18,143.32313965341487
t3_0_c00140,optima_individual,BR0139,3.0,388.1985,289.841003,280.56849,394.1985001630886,295.8410026902726,286.568489646661,2,4,6,48,140.68083646347833
t3_0_c00141,referencia_individual,BR0140,3.0,386.0,286.0,239.0,392.0,292.0,245.0,2,4,7,56,139.44954128440367
t3_0_c00142,referencia_individual,BR0142,3.0,386.0,286.0,318.0,392.0,292.0,324.0,2,4,5,40,139.44954128440367
t3_0_c00143,referencia_individual,BR0143,3.0,380.0,282.0,266.0,386.0,288.0,272.0,2,4,6,48,137.41080530071355
t3_0_c00144,optima_individual,BR0143,3.0,390.654192,291.413433,250.387293,396.6541923615313,297.41343330441305,256.3872928179974,2,4,7,56,141.50206435595194
t3_0_c00145,referencia_individual,BR0144,3.0,380.0,282.0,215.0,386.0,288.0,221.0,2,4,8,64,137.41080530071355
t3_0_c00146,referencia_individual,BR0145,3.0,388.0,288.0,179.0,394.0,294.0,185.0,2,4,9,72,140.2650356778797
t3_0_c00147,optima_individual,BR0145,3.0,392.884535,293.133522,173.678806,398.88453461806495,299.13352240476695,179.67880565764432,2,4,10,80,142.30745301179041
t3_0_c00148,referencia_individual,BR0146,3.0,391.0,296.0,173.0,397.0,302.0,179.0,2,3,10,60,142.50764525993884
t3_0_c00149,optima_individual,BR0146,3.0,393.088916,293.40271,173.60397,399.08891572498413,299.4027095627302,179.60397043797425,2,4,10,80,142.40400107802535
t3_0_c00150,referencia_individual,BR0147,3.0,388.0,288.0,214.0,394.0,294.0,220.0,2,4,8,64,140.2650356778797
t3_0_c00151,referencia_individual,BR0148,3.0,388.0,288.0,189.0,394.0,294.0,195.0,2,4,9,72,140.2650356778797
t3_0_c00152,referencia_individual,BR0149,3.0,388.0,288.0,174.0,394.0,294.0,180.0,2,4,10,80,140.2650356778797
t3_0_c00153,referencia_individual,BR0150,3.0,386.0,286.0,192.0,392.0,292.0,198.0,2,4,9,72,139.44954128440367
t3_0_c00154,referencia_individual,BR0151,3.0,386.0,286.0,229.0,392.0,292.0,235.0,2,4,7,56,139.44954128440367
t3_0_c00155,optima_individual,BR0151,3.0,393.467207,293.581541,218.85251,399.46720739238464,299.5815405487706,224.85251012940543,2,4,8,64,142.51758367811522
t3_0_c00156,referencia_individual,BR0152,3.0,386.0,286.0,204.0,392.0,292.0,210.0,2,4,8,64,139.44954128440367
t3_0_c00157,referencia_individual,BR0153,3.0,386.0,286.0,232.0,392.0,292.0,238.0,2,4,7,56,139.44954128440367
t3_0_c00158,referencia_individual,BR0162,3.0,383.0,285.0,226.0,389.0,291.0,232.0,2,4,7,56,138.6340468909276
t3_0_c00159,optima_individual,BR0162,3.0,392.431857,292.018483,215.267009,398.4318565472812,298.0184833315278,221.26700925574815,2,4,8,64,141.98783687641367
t3_0_c00160,referencia_individual,BR0164,3.0,388.0,288.0,149.0,394.0,294.0,155.0,2,4,11,88,140.2650356778797
t3_0_c00161,optima_individual,BR0164,3.0,393.72728,293.788155,143.939734,399.7272795083121,299.78815459587827,149.9397335639182,2,4,12,96,142.61272866548222
t3_0_c00162,referencia_individual,BR0165,3.0,383.0,285.0,191.0,389.0,291.0,197.0,2,4,9,72,138.6340468909276
t3_0_c00163,referencia_individual,BR0166,3.0,388.0,288.0,144.0,394.0,294.0,150.0,2,4,12,96,140.2650356778797
t3_0_c00164,referencia_individual,BR0167,3.0,395.0,296.0,148.0,401.0,302.0,154.0,1,3,11,33,143.32313965341487
t3_0_c00165,optima_individual,BR0167,3.0,388.1985,289.841003,153.793098,394.19850016308857,295.8410026902726,159.79309802854013,2,4,11,88,140.68083646347833
t3_0_c00166,referencia_individual,BR0168,3.0,388.0,288.0,199.0,394.0,294.0,205.0,2,4,8,64,140.2650356778797
t3_0_c00167,optima_individual,BR0168,3.0,392.477184,292.817098,193.493528,398.47718395980013,298.81709823292493,199.49352763644325,2,4,9,72,142.1598944327676
t3_0_c00168,referencia_individual,BR0169,3.0,383.0,285.0,211.0,389.0,291.0,217.0,2,4,8,64,138.6340468909276
t3_0_c00169,referencia_individual,BR0171,3.0,380.0,282.0,167.0,386.0,288.0,173.0,2,4,10,80,137.41080530071355
t3_0_c00170,optima_individual,BR0171,3.0,392.807653,291.504627,156.287334,398.8076527875711,297.50462654235537,162.2873343575226,2,4,11,88,141.95968997552018
t3_0_c00171,referencia_individual,BR0173,3.0,386.0,286.0,209.0,392.0,292.0,215.0,2,4,8,64,139.44954128440367
t3_0_c00172,referencia_individual,BR0178,3.0,393.0,250.0,168.0,399.0,256.0,174.0,2,4,10,80,133.53720693170234
t3_0_c00173,optima_individual,BR0178,3.0,393.899154,265.854956,157.620257,399.8991540910123,271.85495581923715,163.6202573257092,2,4,11,88,136.9529276065748
t3_0_c00174,referencia_individual,BR0179,3.0,384.0,286.0,148.0,390.0,292.0,154.0,2,4,11,88,139.04179408766564
t3_0_c00175,optima_individual,BR0179,3.0,390.128872,291.072659,143.136195,396.1288721273048,297.07265947879614,149.1361945354468,2,4,12,96,141.32549064344565
t3_0_c00176,referencia_individual,BR0182,3.0,395.0,292.0,245.0,401.0,298.0,251.0,1,4,7,28,142.50764525993884
t3_0_c00177,optima_individual,BR0182,3.0,390.583831,291.231572,248.423866,396.5838312360736,297.2315723090979,254.42386565909393,2,4,7,56,141.4506429246017
t3_0_c00178,referencia_individual,BR0184,3.0,386.0,286.0,194.0,392.0,292.0,200.0,2,4,9,72,139.44954128440367
t3_0_c00179,referencia_individual,BR0185,3.0,393.0,255.0,286.0,399.0,261.0,292.0,2,4,6,48,134.5565749235474
t3_0_c00180,referencia_individual,BR0187,3.0,393.0,255.0,291.0,399.0,261.0,297.0,2,4,6,48,134.5565749235474
t3_0_c00181,referencia_individual,BR0188,3.0,395.0,292.0,194.0,401.0,298.0,200.0,1,4,9,36,142.50764525993884
t3_0_c00182,optima_individual,BR0188,3.0,393.456653,293.559678,193.72621,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
t3_0_c00183,referencia_individual,BR0194,3.0,395.0,296.0,286.0,401.0,302.0,292.0,1,3,6,18,143.32313965341487
t3_0_c00184,optima_individual,BR0194,3.0,391.781114,292.409318,291.890617,397.7811139548852,298.4093180292897,297.89061741739613,2,4,6,48,141.93484851869007
t3_0_c00185,referencia_individual,BR0196,3.0,388.0,288.0,268.0,394.0,294.0,274.0,2,4,6,48,140.2650356778797
t3_0_c00186,referencia_individual,BR0197,3.0,388.0,288.0,194.0,394.0,294.0,200.0,2,4,9,72,140.2650356778797
t3_0_c00187,referencia_individual,BR0198,3.0,381.0,283.0,188.0,387.0,289.0,194.0,2,4,9,72,137.81855249745158
t3_0_c00188,referencia_individual,BR0206,3.0,386.0,286.0,199.0,392.0,292.0,205.0,2,4,8,64,139.44954128440367
t3_0_c00189,optima_individual,BR0206,3.0,390.709365,291.41551,192.947844,396.70936518161244,297.4155099724813,198.94784416866682,2,4,9,72,141.51373601510574
t3_0_c00190,referencia_individual,BR0209,3.0,384.0,284.0,179.0,390.0,290.0,185.0,2,4,9,72,138.6340468909276
t3_0_c00191,optima_individual,BR0209,3.0,393.070638,290.708493,170.833985,399.07063803366367,296.7084927123971,176.83398525997643,2,4,10,80,141.85099505526213
t3_0_c00192,referencia_individual,BR0209XL,3.0,384.0,286.0,184.0,390.0,292.0,190.0,2,4,9,72,139.04179408766564
t3_0_c00193,referencia_individual,BR0212,3.0,388.0,288.0,353.0,394.0,294.0,359.0,2,4,5,40,140.2650356778797
t3_0_c00194,referencia_individual,BR0213,3.0,395.0,296.0,194.0,401.0,302.0,200.0,1,3,9,27,143.32313965341487
t3_0_c00195,optima_individual,BR0213,3.0,388.1985,289.841003,201.593656,394.19850016308857,295.8410026902726,207.5936555238972,2,4,8,64,140.68083646347833
t3_0_c00196,referencia_individual,BR0217,3.0,395.0,296.0,163.0,401.0,302.0,169.0,1,3,10,30,143.32313965341487
