codigo_producto,candidate_id,costo_flete_usd
BR0002,t3_0_c00614,435150.0
BR0002,t3_0_c00619,435150.0
BR0002,t3_0_c00661,435150.0
BR0002,t3_0_c00693,580050.0
BR0002,t3_0_c00704,435150.0
BR0002,t3_0_c00749,435150.0
BR0002,t3_0_c00770,435150.0
BR0002,t3_0_c00787,435150.0
BR0002,t3_0_c00840,580050.0
BR0002,t3_0_c00853,435150.0
BR0002,t3_0_c00859,1160100.0
BR0002,t3_0_c00893,580050.0
BR0002,t3_0_c00894,580050.0
BR0002,t3_0_c00895,435150.0
BR0002,t3_0_c00896,435150.0
BR0002,t3_0_c00910,1160100.0
BR0002,t3_0_c00911,580050.0
BR0002,t3_0_c00963,580050.0
BR0002,t3_0_c01025,435150.0
BR0002,t3_0_c01051,435150.0
BR0002,t3_0_c01058,580050.0
BR0002,t3_0_c01064,435150.0
BR0002,t3_0_c01115,435150.0
BR0002,t3_0_c01122,435150.0
BR0002,t3_0_c01128,435150.0
BR0002,t3_0_c01132,580050.0
BR0002,t3_0_c01149,580050.0
BR0002,t3_0_c01186,435150.0
BR0002,t3_0_c01190,435150.0
BR0002,t3_0_c01208,435150.0
BR0002,t3_0_c01212,435150.0
BR0002,t3_0_c01249,435150.0
BR0002,t3_0_c01263,435150.0
BR0002,t3_0_c01264,435150.0
BR0002,t3_0_c01268,435150.0
BR0002,t3_0_c01275,435150.0
BR0002,t3_0_c01290,1160100.0
BR0002,t3_0_c01300,1160100.0
BR0002,t3_0_c01312,580050.0
BR0002,t3_0_c01377,580050.0
BR0002,t3_0_c01398,435150.0
BR0002,t3_0_c01463,497250.0
BR0002,t3_0_c01471,435150.0
BR0002,t3_0_c01493,580050.0
BR0002,t3_0_c01514,435150.0
BR0002,t3_0_c01516,580050.0
BR0002,t3_0_c01562,435150.0
BR0002,t3_0_c01582,580050.0
BR0002,t3_0_c01593,580050.0
BR0002,t3_0_c01596,435150.0
BR0002,t3_0_c01627,580050.0
BR0002,t3_0_c01638,435150.0
BR0002,t3_0_c01654,435150.0
BR0002,t3_0_c01680,435150.0
BR0002,t3_0_c01684,435150.0
BR0002,t3_0_c01689,435150.0
BR0002,t3_0_c01718,435150.0
BR0002,t3_0_c01720,435150.0
BR0002,t3_0_c01749,435150.0
BR0002,t3_0_c01782,580050.0
BR0002,t3_0_c01783,580050.0
BR0002,t3_0_c01810,435150.0
BR0002,t3_0_c01812,1160100.0
BR0002,t3_0_c01841,435150.0
BR0002,t3_0_c01880,435150.0
BR0002,t3_0_c01907,435150.0
BR0002,t3_0_c01937,435150.0
BR0002,t3_0_c01954,435150.0
BR0002,t3_0_c01982,435150.0
BR0002,t3_0_c02013,435150.0
BR0002,t3_0_c02017,1160100.0
BR0002,t3_0_c02056,435150.0
BR0002,t3_0_c02064,435150.0
BR0002,t3_0_c02101,435150.0
BR0002,t3_0_c02118,435150.0
BR0002,t3_0_c02120,435150.0
BR0002,t3_0_c02157,580050.0
BR0002,t3_0_c02169,435150.0
BR0002,t3_0_c02198,435150.0
BR0002,t3_0_c02217,435150.0
BR0002,t3_0_c02218,435150.0
BR0002,t3_0_c02225,435150.0
BR0002,t3_0_c02256,435150.0
BR0002,t3_0_c02299,435150.0
BR0002,t3_0_c02302,580050.0
BR0002,t3_0_c02324,435150.0
BR0002,t3_0_c02326,435150.0
BR0002,t3_0_c02345,435150.0
BR0002,t3_0_c02352,1160100.0
BR0002,t3_0_c02353,580050.0
BR0002,t3_0_c02380,580050.0
BR0002,t3_0_c02440,435150.0
BR0002,t3_0_c02476,580050.0
BR0002,t3_0_c02498,435150.0
BR0002,t3_0_c02518,435150.0
BR0002,t3_0_c02530,435150.0
BR0002,t3_0_c02561,435150.0
BR0003,t3_0_c00005,323550.0
BR0003,t3_0_c00015,323550.0
BR0003,t3_0_c00034,323550.0
BR0003,t3_0_c00036,323550.0
BR0003,t3_0_c00037,323550.0
BR0003,t3_0_c00063,323550.0
BR0003,t3_0_c00094,323550.0
BR0003,t3_0_c00096,323550.0
BR0003,t3_0_c00147,323550.0
BR0003,t3_0_c00148,431400.0
BR0003,t3_0_c00149,323550.0
BR0003,t3_0_c00152,323550.0
BR0003,t3_0_c00191,323550.0
BR0003,t3_0_c00196,862650.0
BR0003,t3_0_c00197,323550.0
BR0003,t3_0_c00198,862650.0
BR0003,t3_0_c00199,323550.0
BR0003,t3_0_c00201,323550.0
BR0003,t3_0_c00211,862650.0
BR0003,t3_0_c00212,323550.0
BR0003,t3_0_c00246,323550.0
BR0003,t3_0_c00248,323550.0
BR0003,t3_0_c00257,862650.0
BR0003,t3_0_c00279,323550.0
BR0003,t3_0_c00280,323550.0
BR0003,t3_0_c00299,323550.0
BR0003,t3_0_c00314,323550.0
BR0003,t3_0_c00330,588150.0
BR0003,t3_0_c00334,323550.0
BR0003,t3_0_c00345,323550.0
BR0003,t3_0_c00346,323550.0
BR0003,t3_0_c00355,323550.0
BR0003,t3_0_c00371,323550.0
BR0003,t3_0_c00372,323550.0
BR0003,t3_0_c00377,323550.0
BR0003,t3_0_c00378,323550.0
BR0003,t3_0_c00387,323550.0
BR0003,t3_0_c00390,323550.0
BR0003,t3_0_c00405,323550.0
BR0003,t3_0_c00423,323550.0
BR0003,t3_0_c00434,323550.0
BR0003,t3_0_c00439,323550.0
BR0003,t3_0_c00443,323550.0
BR0003,t3_0_c00465,323550.0
BR0003,t3_0_c00476,323550.0
BR0003,t3_0_c00480,323550.0
BR0003,t3_0_c00490,323550.0
BR0003,t3_0_c00497,323550.0
BR0003,t3_0_c00500,323550.0
BR0003,t3_0_c00512,323550.0
BR0003,t3_0_c00516,392100.0
BR0003,t3_0_c00522,323550.0
BR0003,t3_0_c00533,323550.0
BR0003,t3_0_c00535,784200.0
BR0003,t3_0_c00558,323550.0
BR0003,t3_0_c00596,323550.0
BR0003,t3_0_c00602,323550.0
BR0003,t3_0_c00605,323550.0
BR0003,t3_0_c00606,323550.0
BR0003,t3_0_c00610,323550.0
BR0003,t3_0_c00611,323550.0
BR0003,t3_0_c00613,588150.0
BR0003,t3_0_c00615,323550.0
BR0003,t3_0_c00622,323550.0
BR0003,t3_0_c00628,323550.0
BR0003,t3_0_c00637,392100.0
BR0003,t3_0_c00667,323550.0
BR0003,t3_0_c00675,323550.0
BR0003,t3_0_c00678,323550.0
BR0003,t3_0_c00680,323550.0
BR0003,t3_0_c00686,323550.0
BR0003,t3_0_c00688,323550.0
BR0003,t3_0_c00691,323550.0
BR0003,t3_0_c00694,323550.0
BR0003,t3_0_c00702,323550.0
BR0003,t3_0_c00709,323550.0
BR0003,t3_0_c00714,323550.0
BR0003,t3_0_c00716,323550.0
BR0003,t3_0_c00735,323550.0
BR0003,t3_0_c00739,323550.0
BR0003,t3_0_c00740,323550.0
BR0003,t3_0_c00744,323550.0
BR0003,t3_0_c00752,323550.0
BR0003,t3_0_c00755,323550.0
BR0003,t3_0_c00778,323550.0
BR0003,t3_0_c00785,323550.0
BR0003,t3_0_c00796,323550.0
BR0003,t3_0_c00804,323550.0
BR0003,t3_0_c00807,323550.0
BR0003,t3_0_c00808,323550.0
BR0003,t3_0_c00816,323550.0
BR0003,t3_0_c00821,323550.0
BR0003,t3_0_c00823,323550.0
BR0003,t3_0_c00828,323550.0
BR0003,t3_0_c00832,323550.0
BR0003,t3_0_c00834,323550.0
BR0003,t3_0_c00838,323550.0
BR0003,t3_0_c00847,431400.0
BR0003,t3_0_c00876,323550.0
BR0003,t3_0_c00912,323550.0
BR0003,t3_0_c00913,323550.0
BR0003,t3_0_c00917,784200.0
BR0003,t3_0_c00930,323550.0
BR0003,t3_0_c00933,784200.0
BR0003,t3_0_c00934,323550.0
BR0003,t3_0_c00936,323550.0
BR0003,t3_0_c00939,323550.0
BR0003,t3_0_c00941,323550.0
BR0003,t3_0_c00942,323550.0
BR0003,t3_0_c00948,323550.0
BR0003,t3_0_c00952,323550.0
BR0003,t3_0_c00954,323550.0
BR0003,t3_0_c00960,323550.0
BR0003,t3_0_c00962,323550.0
BR0003,t3_0_c00974,323550.0
BR0003,t3_0_c00986,323550.0
BR0003,t3_0_c00998,323550.0
BR0003,t3_0_c01004,323550.0
BR0003,t3_0_c01009,323550.0
BR0003,t3_0_c01012,323550.0
BR0003,t3_0_c01017,323550.0
BR0003,t3_0_c01020,323550.0
BR0003,t3_0_c01022,323550.0
BR0003,t3_0_c01031,323550.0
BR0003,t3_0_c01033,323550.0
BR0003,t3_0_c01036,323550.0
BR0003,t3_0_c01038,323550.0
BR0003,t3_0_c01042,323550.0
BR0003,t3_0_c01084,323550.0
BR0003,t3_0_c01086,323550.0
BR0003,t3_0_c01088,323550.0
BR0003,t3_0_c01089,323550.0
BR0003,t3_0_c01113,431400.0
BR0003,t3_0_c01116,323550.0
BR0003,t3_0_c01126,431400.0
BR0003,t3_0_c01130,323550.0
BR0003,t3_0_c01131,323550.0
BR0003,t3_0_c01142,392100.0
BR0003,t3_0_c01148,323550.0
BR0003,t3_0_c01211,323550.0
BR0003,t3_0_c01219,323550.0
BR0003,t3_0_c01222,323550.0
BR0003,t3_0_c01234,323550.0
BR0003,t3_0_c01253,323550.0
BR0003,t3_0_c01254,323550.0
BR0003,t3_0_c01260,323550.0
BR0003,t3_0_c01270,323550.0
BR0003,t3_0_c01274,323550.0
BR0003,t3_0_c01280,392100.0
BR0003,t3_0_c01283,392100.0
BR0003,t3_0_c01287,323550.0
BR0003,t3_0_c01296,392100.0
BR0003,t3_0_c01306,323550.0
BR0003,t3_0_c01307,323550.0
BR0003,t3_0_c01320,323550.0
BR0003,t3_0_c01326,323550.0
BR0003,t3_0_c01328,323550.0
BR0003,t3_0_c01329,323550.0
BR0003,t3_0_c01360,323550.0
BR0003,t3_0_c01366,323550.0
BR0003,t3_0_c01367,323550.0
BR0003,t3_0_c01368,323550.0
BR0003,t3_0_c01371,323550.0
BR0003,t3_0_c01375,323550.0
BR0003,t3_0_c01378,323550.0
BR0003,t3_0_c01380,323550.0
BR0003,t3_0_c01386,392100.0
BR0003,t3_0_c01412,323550.0
BR0003,t3_0_c01417,323550.0
BR0003,t3_0_c01429,323550.0
BR0003,t3_0_c01433,431400.0
BR0003,t3_0_c01434,323550.0
BR0003,t3_0_c01438,784200.0
BR0003,t3_0_c01474,323550.0
BR0003,t3_0_c01475,323550.0
BR0003,t3_0_c01477,323550.0
BR0003,t3_0_c01478,323550.0
BR0003,t3_0_c01482,323550.0
BR0003,t3_0_c01485,323550.0
BR0003,t3_0_c01513,784200.0
BR0003,t3_0_c01526,323550.0
BR0003,t3_0_c01527,392100.0
BR0003,t3_0_c01538,646950.0
BR0003,t3_0_c01545,323550.0
BR0003,t3_0_c01570,431400.0
BR0003,t3_0_c01572,323550.0
BR0003,t3_0_c01578,323550.0
BR0003,t3_0_c01579,323550.0
BR0003,t3_0_c01610,323550.0
BR0003,t3_0_c01611,323550.0
BR0003,t3_0_c01619,392100.0
BR0003,t3_0_c01622,323550.0
BR0003,t3_0_c01630,431400.0
BR0003,t3_0_c01642,323550.0
BR0003,t3_0_c01643,784200.0
BR0003,t3_0_c01645,323550.0
BR0003,t3_0_c01647,431400.0
BR0003,t3_0_c01649,323550.0
BR0003,t3_0_c01655,323550.0
BR0003,t3_0_c01659,323550.0
BR0003,t3_0_c01668,323550.0
BR0003,t3_0_c01676,323550.0
BR0003,t3_0_c01701,323550.0
BR0003,t3_0_c01703,323550.0
BR0003,t3_0_c01709,323550.0
BR0003,t3_0_c01724,323550.0
BR0003,t3_0_c01731,323550.0
BR0003,t3_0_c01744,323550.0
BR0003,t3_0_c01760,323550.0
BR0003,t3_0_c01761,323550.0
BR0003,t3_0_c01763,323550.0
BR0003,t3_0_c01786,323550.0
BR0003,t3_0_c01789,323550.0
BR0003,t3_0_c01793,323550.0
BR0003,t3_0_c01798,323550.0
BR0003,t3_0_c01799,784200.0
BR0003,t3_0_c01824,392100.0
BR0003,t3_0_c01834,323550.0
BR0003,t3_0_c01838,323550.0
BR0003,t3_0_c01855,323550.0
BR0003,t3_0_c01857,784200.0
BR0003,t3_0_c01859,784200.0
BR0003,t3_0_c01876,323550.0
BR0003,t3_0_c01877,323550.0
BR0003,t3_0_c01882,392100.0
BR0003,t3_0_c01897,646950.0
BR0003,t3_0_c01898,323550.0
BR0003,t3_0_c01906,323550.0
BR0003,t3_0_c01911,323550.0
BR0003,t3_0_c01913,323550.0
BR0003,t3_0_c01921,392100.0
BR0003,t3_0_c01944,392100.0
BR0003,t3_0_c01955,323550.0
BR0003,t3_0_c01963,323550.0
BR0003,t3_0_c01964,392100.0
BR0003,t3_0_c01985,323550.0
BR0003,t3_0_c01989,862650.0
BR0003,t3_0_c01994,323550.0
BR0003,t3_0_c02014,323550.0
BR0003,t3_0_c02018,323550.0
BR0003,t3_0_c02021,323550.0
BR0003,t3_0_c02023,323550.0
BR0003,t3_0_c02033,323550.0
BR0003,t3_0_c02034,323550.0
BR0003,t3_0_c02040,323550.0
BR0003,t3_0_c02042,323550.0
BR0003,t3_0_c02046,323550.0
BR0003,t3_0_c02047,323550.0
BR0003,t3_0_c02052,784200.0
BR0003,t3_0_c02076,323550.0
BR0003,t3_0_c02083,323550.0
BR0003,t3_0_c02093,323550.0
BR0003,t3_0_c02095,323550.0
BR0003,t3_0_c02110,323550.0
BR0003,t3_0_c02130,323550.0
BR0003,t3_0_c02131,431400.0
BR0003,t3_0_c02136,323550.0
BR0003,t3_0_c02142,323550.0
BR0003,t3_0_c02145,323550.0
BR0003,t3_0_c02177,646950.0
BR0003,t3_0_c02187,323550.0
BR0003,t3_0_c02201,392100.0
BR0003,t3_0_c02206,323550.0
BR0003,t3_0_c02235,784200.0
BR0003,t3_0_c02246,784200.0
BR0003,t3_0_c02253,784200.0
BR0003,t3_0_c02255,323550.0
BR0003,t3_0_c02265,323550.0
BR0003,t3_0_c02268,323550.0
BR0003,t3_0_c02272,784200.0
BR0003,t3_0_c02278,323550.0
BR0003,t3_0_c02282,784200.0
BR0003,t3_0_c02284,588150.0
BR0003,t3_0_c02288,323550.0
BR0003,t3_0_c02295,323550.0
BR0003,t3_0_c02304,323550.0
BR0003,t3_0_c02311,323550.0
BR0003,t3_0_c02315,323550.0
BR0003,t3_0_c02317,323550.0
BR0003,t3_0_c02322,323550.0
BR0003,t3_0_c02330,323550.0
BR0003,t3_0_c02333,323550.0
BR0003,t3_0_c02341,323550.0
BR0003,t3_0_c02346,646950.0
BR0003,t3_0_c02349,588150.0
BR0003,t3_0_c02350,323550.0
BR0003,t3_0_c02358,323550.0
BR0003,t3_0_c02371,323550.0
BR0003,t3_0_c02377,784200.0
BR0003,t3_0_c02382,323550.0
BR0003,t3_0_c02400,431400.0
BR0003,t3_0_c02410,323550.0
BR0003,t3_0_c02420,323550.0
BR0003,t3_0_c02424,392100.0
BR0003,t3_0_c02446,431400.0
BR0003,t3_0_c02447,323550.0
BR0003,t3_0_c02452,323550.0
BR0003,t3_0_c02457,323550.0
BR0003,t3_0_c02469,392100.0
BR0003,t3_0_c02475,784200.0
BR0003,t3_0_c02482,392100.0
BR0003,t3_0_c02484,323550.0
BR0003,t3_0_c02487,323550.0
BR0003,t3_0_c02488,323550.0
BR0003,t3_0_c02493,784200.0
BR0003,t3_0_c02494,323550.0
BR0003,t3_0_c02505,323550.0
BR0003,t3_0_c02512,392100.0
BR0003,t3_0_c02520,323550.0
BR0003,t3_0_c02523,392100.0
BR0003,t3_0_c02535,431400.0
BR0003,t3_0_c02545,323550.0
BR0003,t3_0_c02546,323550.0
BR0003,t3_0_c02550,323550.0
BR0003,t3_0_c02554,323550.0
BR0003,t3_0_c02558,323550.0
BR0003,t3_0_c02571,323550.0
BR0003,t3_0_c02577,323550.0
BR0003,t3_0_c02580,323550.0
BR0003,t3_0_c02586,323550.0
BR0003,t3_0_c02599,323550.0
BR0003,t3_0_c02601,323550.0
BR0003,t3_0_c02602,323550.0
BR0003,t3_0_c02617,323550.0
BR0003,t3_0_c02636,323550.0
BR0003,t3_0_c02637,323550.0
BR0003,t3_0_c02669,323550.0
BR0003,t3_0_c02670,323550.0
BR0003,t3_0_c02673,323550.0
BR0003,t3_0_c02699,323550.0
BR0003,t3_0_c02703,323550.0
BR0003,t3_0_c02704,323550.0
BR0003,t3_0_c02705,323550.0
BR0003,t3_0_c02711,323550.0
BR0003,t3_0_c02731,323550.0
BR0003,t3_0_c02732,323550.0
BR0003,t3_0_c02748,323550.0
BR0003,t3_0_c02749,323550.0
BR0003,t3_0_c02760,323550.0
BR0003,t3_0_c02769,323550.0
BR0004,t3_0_c00006,1940850.0
BR0004,t3_0_c00286,1940850.0
BR0004,t3_0_c00368,727950.0
BR0004,t3_0_c00463,970500.0
BR0004,t3_0_c00473,727950.0
BR0004,t3_0_c00560,970500.0
BR0004,t3_0_c00582,727950.0
BR0004,t3_0_c00593,970500.0
BR0004,t3_0_c00631,727950.0
BR0004,t3_0_c00668,727950.0
BR0004,t3_0_c00690,970500.0
BR0004,t3_0_c00697,970500.0
BR0004,t3_0_c00703,727950.0
BR0004,t3_0_c00736,727950.0
BR0004,t3_0_c00766,970500.0
BR0004,t3_0_c00857,970500.0
BR0004,t3_0_c00994,970500.0
BR0004,t3_0_c01075,727950.0
BR0004,t3_0_c01076,727950.0
BR0004,t3_0_c01105,727950.0
BR0004,t3_0_c01133,727950.0
BR0004,t3_0_c01153,727950.0
BR0004,t3_0_c01175,727950.0
BR0004,t3_0_c01242,727950.0
BR0004,t3_0_c01286,727950.0
BR0004,t3_0_c01297,727950.0
BR0004,t3_0_c01321,970500.0
BR0004,t3_0_c01330,727950.0
BR0004,t3_0_c01423,727950.0
BR0004,t3_0_c01436,727950.0
BR0004,t3_0_c01505,727950.0
BR0004,t3_0_c01640,970500.0
BR0004,t3_0_c01641,727950.0
BR0004,t3_0_c01667,727950.0
BR0004,t3_0_c01726,970500.0
BR0004,t3_0_c01764,970500.0
BR0004,t3_0_c01833,727950.0
BR0004,t3_0_c01844,970500.0
BR0004,t3_0_c01902,970500.0
BR0004,t3_0_c01924,727950.0
BR0004,t3_0_c01930,727950.0
BR0004,t3_0_c01973,727950.0
BR0004,t3_0_c02041,970500.0
BR0004,t3_0_c02179,727950.0
BR0004,t3_0_c02414,727950.0
BR0005,t3_0_c00003,63300.0
BR0005,t3_0_c00008,23850.0
BR0005,t3_0_c00009,20400.0
BR0005,t3_0_c00069,54300.0
BR0005,t3_0_c00070,20400.0
BR0005,t3_0_c00111,63300.0
BR0005,t3_0_c00112,23850.0
BR0005,t3_0_c00114,23850.0
BR0005,t3_0_c00115,20400.0
BR0005,t3_0_c00129,54300.0
BR0005,t3_0_c00130,23850.0
BR0005,t3_0_c00133,23850.0
BR0005,t3_0_c00143,23850.0
BR0005,t3_0_c00144,20400.0
BR0005,t3_0_c00176,40650.0
BR0005,t3_0_c00177,20400.0
BR0005,t3_0_c00185,23850.0
BR0005,t3_0_c00215,20400.0
BR0005,t3_0_c00239,23850.0
BR0005,t3_0_c00240,20400.0
BR0005,t3_0_c00268,20400.0
BR0005,t3_0_c00269,23850.0
BR0005,t3_0_c00270,20400.0
BR0005,t3_0_c00271,23850.0
BR0005,t3_0_c00272,20400.0
BR0005,t3_0_c00274,31650.0
BR0005,t3_0_c00275,23850.0
BR0005,t3_0_c00310,54300.0
BR0005,t3_0_c00311,20400.0
BR0005,t3_0_c00312,40650.0
BR0005,t3_0_c00313,20400.0
BR0005,t3_0_c00332,23850.0
BR0005,t3_0_c00379,20400.0
BR0005,t3_0_c00385,20400.0
BR0005,t3_0_c00404,20400.0
BR0005,t3_0_c00408,20400.0
BR0005,t3_0_c00416,23850.0
BR0005,t3_0_c00435,20400.0
BR0005,t3_0_c00449,23850.0
BR0005,t3_0_c00462,23850.0
BR0005,t3_0_c00468,23850.0
BR0005,t3_0_c00487,20400.0
BR0005,t3_0_c00489,23850.0
BR0005,t3_0_c00531,20400.0
BR0005,t3_0_c00540,23850.0
BR0005,t3_0_c00545,23850.0
BR0005,t3_0_c00559,47550.0
BR0005,t3_0_c00572,27150.0
BR0005,t3_0_c00576,20400.0
BR0005,t3_0_c00583,23850.0
BR0005,t3_0_c00592,23850.0
BR0005,t3_0_c00618,23850.0
BR0005,t3_0_c00625,23850.0
BR0005,t3_0_c00661,23850.0
BR0005,t3_0_c00665,20400.0
BR0005,t3_0_c00685,20400.0
BR0005,t3_0_c00706,20400.0
BR0005,t3_0_c00715,23850.0
BR0005,t3_0_c00732,20400.0
BR0005,t3_0_c00749,23850.0
BR0005,t3_0_c00753,23850.0
BR0005,t3_0_c00770,23850.0
BR0005,t3_0_c00783,23850.0
BR0005,t3_0_c00787,23850.0
BR0005,t3_0_c00791,20400.0
BR0005,t3_0_c00799,20400.0
BR0005,t3_0_c00801,20400.0
BR0005,t3_0_c00810,23850.0
BR0005,t3_0_c00814,23850.0
BR0005,t3_0_c00839,23850.0
BR0005,t3_0_c00886,23850.0
BR0005,t3_0_c00906,23850.0
BR0005,t3_0_c00925,23850.0
BR0005,t3_0_c00929,20400.0
BR0005,t3_0_c00932,23850.0
BR0005,t3_0_c00943,23850.0
BR0005,t3_0_c00963,31650.0
BR0005,t3_0_c00967,23850.0
BR0005,t3_0_c00976,23850.0
BR0005,t3_0_c00991,23850.0
BR0005,t3_0_c00997,20400.0
BR0005,t3_0_c01006,20400.0
BR0005,t3_0_c01016,23850.0
BR0005,t3_0_c01025,23850.0
BR0005,t3_0_c01056,23850.0
BR0005,t3_0_c01066,20400.0
BR0005,t3_0_c01072,20400.0
BR0005,t3_0_c01079,23850.0
BR0005,t3_0_c01090,20400.0
BR0005,t3_0_c01097,20400.0
BR0005,t3_0_c01115,23850.0
BR0005,t3_0_c01124,27150.0
BR0005,t3_0_c01135,20400.0
BR0005,t3_0_c01136,23850.0
BR0005,t3_0_c01156,20400.0
BR0005,t3_0_c01158,23850.0
BR0005,t3_0_c01165,20400.0
BR0005,t3_0_c01187,20400.0
BR0005,t3_0_c01223,20400.0
BR0005,t3_0_c01250,27150.0
BR0005,t3_0_c01257,23850.0
BR0005,t3_0_c01266,23850.0
BR0005,t3_0_c01311,23850.0
BR0005,t3_0_c01331,23850.0
BR0005,t3_0_c01343,20400.0
BR0005,t3_0_c01369,20400.0
BR0005,t3_0_c01370,23850.0
BR0005,t3_0_c01397,23850.0
BR0005,t3_0_c01398,23850.0
BR0005,t3_0_c01408,20400.0
BR0005,t3_0_c01442,23850.0
BR0005,t3_0_c01501,23850.0
BR0005,t3_0_c01504,23850.0
BR0005,t3_0_c01512,23850.0
BR0005,t3_0_c01514,23850.0
