"codigo_producto","caja_grosor_mm","caja_exterior_largo","caja_exterior_ancho","caja_exterior_alto"
"BR0021",3,399,261,210
"BR0328",3,399,261,210
"BR0330",3,399,261,210
"BR0091",3,399,261,210
"BR0070",3,399,261,210
"BR0042",3,399,261,210
"BR0261",3,399,261,210
"BR0394",3,399,261,210
"BR0355",3,399,261,210
"BR0337",3,399,261,210
"BR0393",3,399,261,210
"BR0087",3,399,261,210
"BR0262",3,399,261,210
"BR0078",3,401,302,266
"BR0134",3,401,302,266
"BR0306",3,401,302,266
"BR0077",3,401,302,266
"BR0244",3,401,302,266
"BR0157",3,401,302,266
"BR0182",3,401,302,266
"BR0143",3,401,302,266
"BR0375",3,401,302,266
"BR0372",3,401,302,266
"BR0002",3,401,302,266
"BR0130",3,401,302,266
"BR0242",3,401,302,266
"BR0363",3,401,302,266
"BR0310XL",3,401,302,266
"BR0349",3,401,302,266
"BR0279",3,401,302,266
"BR0280",3,401,302,266
"BR0376",3,401,302,266
"BR0083",3,401,302,266
"BR0126",3,401,302,266
"BR0131",3,401,302,266
"BR0369",3,401,302,266
"BR0238",3,401,302,266
"BR0307",3,401,302,266
"BR0266",3,401,302,266
"BR0377",3,401,302,266
"BR0196",3,401,302,266
"BR0305",3,401,302,266
"BR0117",3,401,302,266
"BR0074",3,401,302,266
"BR0362",3,401,302,266
"BR0075",3,401,302,266
"BR0241",3,401,302,266
"BR0282",3,401,302,266
"BR0274",3,401,302,266
"BR0374",3,401,302,266
"BR0232",3,401,302,266
"BR0114",3,401,302,266
"BR0358",3,401,302,266
"BR0005",3,401,302,266
"BR0407",3,401,302,266
"BR0105",3,401,302,195
"BR0207",3,401,302,195
"BR0206",3,401,302,195
"BR0314",3,401,302,195
"BR0314XL",3,401,302,195
"BR0268",3,401,302,195
"BR0148",3,401,302,195
"BR0198",3,401,302,195
"BR0025",3,401,302,195
"BR0150",3,401,302,195
"BR0365",3,401,302,195
"BR0368",3,401,302,195
"BR0360",3,401,302,195
"BR0269",3,401,302,195
"BR0145",3,401,302,195
"BR0100",3,401,302,195
"BR0127",3,401,302,195
"BR0033",3,401,302,195
"BR0103",3,401,302,195
"BR0197",3,401,302,195
"BR0291",3,401,302,195
"BR0271",3,401,302,195
"BR0367",3,401,302,195
"BR0270",3,401,302,195
"BR0119",3,401,302,195
"BR0214",3,401,302,195
"BR0336",3,401,302,195
"BR0102",3,401,302,195
"BR0318",3,401,302,195
"BR0161",3,401,302,195
"BR0209XL",3,401,302,195
"BR0209",3,401,302,195
"BR0009",3,401,302,195
"BR0125",3,401,302,195
"BR0008",3,401,302,195
"BR0165",3,401,302,195
"BR0184",3,401,302,195
"BR0387",3,401,302,195
"BR0215",3,401,302,195
"BR0286",3,401,302,195
"BR0414",3,401,302,195
"BR0405",3,401,302,195
"BR0416",3,401,302,195
"BR0092XL",3,401,302,230
"BR0147",3,401,302,230
"BR0397",3,401,302,230
"BR0322",3,401,302,230
"BR0205",3,401,302,230
"BR0012",3,401,302,230
"BR0004",3,401,302,230
"BR0154",3,401,302,230
"BR0153",3,401,302,230
"BR0013",3,401,302,230
"BR0144",3,401,302,230
"BR0017",3,401,302,230
"BR0162",3,401,302,230
"BR0026",3,401,302,230
"BR0370",3,401,302,230
"BR0151",3,401,302,230
"BR0364",3,401,302,230
"BR0293",3,401,302,230
"BR0333",3,401,302,230
"BR0163",3,401,302,230
"BR0199",3,401,302,230
"BR0296",3,401,302,230
"BR0068",3,401,302,230
"BR0172",3,401,302,230
"BR0308",3,401,302,230
"BR0295",3,401,302,230
"BR0273",3,401,302,230
"BR0283",3,401,302,230
"BR0169",3,401,302,230
"BR0281",3,401,302,230
"BR0201",3,401,302,230
"BR0237",3,401,302,230
"BR0118",3,401,302,230
"BR0035",3,401,302,230
"BR0366",3,401,302,230
"BR0320",3,401,302,230
"BR0299",3,401,302,230
"BR0028",3,401,302,230
"BR0412",3,401,302,230
"BR0120",3,401,302,230
"BR0386",3,401,302,230
"BR0034",3,399,261,190
"BR0221",3,399,261,190
"BR0395",3,399,261,190
"BR0324",3,399,261,190
"BR0265",3,399,261,190
"BR0227",3,399,261,190
"BR0234",3,399,261,190
"BR0223",3,399,261,190
"BR0228",3,399,261,190
"BR0220",3,399,261,190
"BR0226",3,399,261,190
"BR0023",3,399,261,190
"BR0255",3,385,274,369
"BR0256",3,385,274,369
"BR0396",3,401,302,210
"BR0173",3,401,302,210
"BR0188",3,401,302,210
"BR0104",3,401,302,210
"BR0152",3,401,302,210
"BR0313",3,401,302,210
"BR0186",3,401,302,210
"BR0351",3,401,302,210
"BR0398",3,401,302,210
"BR0284",3,401,302,210
"BR0312",3,401,302,210
"BR0311",3,401,302,210
"BR0155",3,401,302,210
"BR0168",3,401,302,210
"BR0213",3,401,302,210
"BR0401",3,401,302,210
"BR0350",3,401,302,210
"BR0411",3,401,302,210
"BR0345",3,397,298,322
"BR0142",3,397,298,322
"BR0109",3,397,298,322
"BR0108",3,397,298,322
"BR0346",3,401,298,251
"BR0347",3,401,298,251
"BR0371",3,401,298,251
"BR0141",3,401,298,251
"BR0014",3,401,298,251
"BR0272",3,401,298,251
"BR0015",3,401,298,251
"BR0016",3,401,298,251
"BR0140",3,401,298,251
"BR0323",3,401,298,251
"BR0413",3,401,298,251
"BR0193",3,399,261,297
"BR0344",3,399,261,297
"BR0310",3,399,261,297
"BR0185",3,399,261,297
"BR0352",3,399,261,297
"BR0081",3,399,261,297
"BR0187",3,399,261,297
"BR0098",3,399,261,225
"BR0203",3,399,261,225
"BR0288",3,399,261,225
"BR0191",3,399,261,225
"BR0069",3,399,261,225
"BR0072",3,399,261,225
"BR0071",3,399,261,225
"BR0183",3,399,261,225
"BR0112",3,399,261,225
"BR0384",3,399,261,225
"BR0260",3,399,261,225
"BR0050",3,399,261,225
"BR0128",3,399,261,225
"BR0129",3,399,261,225
"BR0053",3,399,261,225
"BR0389",3,399,261,225
"BR0385",3,399,261,225
"BR0159",3,401,302,179
"BR0003",3,401,302,179
"BR0160",3,401,302,179
"BR0361",3,401,302,179
"BR0065",3,401,302,179
"BR0029",3,401,302,179
"BR0027",3,401,302,179
"BR0202",3,401,302,179
"BR0309",3,401,302,179
"BR0315",3,401,302,179
"BR0146",3,401,302,179
"BR0200",3,401,302,179
"BR0276",3,401,302,179
"BR0275",3,401,302,179
"BR0210",3,401,302,179
"BR0317",3,401,302,179
"BR0316",3,401,302,179
"BR0171",3,401,302,179
"BR0174",3,401,302,179
"BR0211",3,401,302,179
"BR0419",3,401,302,179
"BR0392",3,401,302,179
"BR0338",3,401,302,179
"BR0149",3,401,302,179
"BR0030",3,401,302,179
"BR0073",3,401,302,179
"BR0217",3,401,302,179
"BR0036",3,401,302,179
"BR0010",3,401,302,179
"BR0101",3,401,302,179
"BR0158",3,401,302,179
"BR0402",3,401,302,179
"BR0156",3,401,302,179
"BR0031",3,401,302,179
"BR0285",3,401,302,179
"BR0294",3,401,302,179
"BR0116",3,401,302,179
"BR0218",3,401,302,179
"BR0231",3,401,302,179
"BR0304",3,399,261,174
"BR0178",3,399,261,174
"BR0216",3,399,261,174
"BR0076",3,399,261,174
"BR0180",3,399,261,174
"BR0181",3,399,261,174
"BR0176",3,399,261,174
"BR0177",3,399,261,174
"BR0297",3,401,302,154
"BR0166",3,401,302,154
"BR0298",3,401,302,154
"BR0179",3,401,302,154
"BR0319",3,401,302,154
"BR0164",3,401,302,154
"BR0170",3,401,302,154
"BR0167",3,401,302,154
"BR0107",3,399,261,251
"BR0225",3,399,261,154
"BR0224",3,399,261,154
"BR0043",3,399,261,154
"BR0303",3,399,261,154
"BR0046",3,399,261,154
"BR0044",3,399,261,154
"BR0047",3,399,261,154
"BR0138",3,399,261,154
"BR0139",3,392,292,292
"BR0135",3,392,292,292
"BR0066",3,401,302,164
"BR0219",3,401,302,164
"BR0032",3,401,302,164
"BR0325",3,399,261,276
"BR0354",3,399,261,276
"BR0356",3,399,261,276
"BR0079",3,399,261,276
"BR0080",3,399,261,276
"BR0084",3,399,261,276
"BR0085",3,399,261,276
"BR0235",3,399,261,276
"BR0212",3,401,302,358
"BR0122",3,401,302,358
"BR0121",3,401,302,358
"BR0124",3,401,302,358
"BR0045",3,381,188,158
"BR0058",3,381,188,158
"BR0230",3,401,302,144
"BR0403",3,399,261,317
