codigo_producto,candidate_id,costo_flete_usd,fuente,sku_semilla,caja_grosor_mm,L_int,W_int,H_int,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto,cajas_L,cajas_W,cajas_H,capacidad_pallet,carga_maxima_kg
BR0019,t3_0_c01389,3900.0,par_factible,BR0024|BR0272,3.0,393.9266398711728,271.254612136389,249.9364698508085,399.9266398711728,277.254612136389,255.9364698508085,2,4,7,56,138.05937859481384
BR0020,t3_0_c01179,191250.0,par_factible,BR0020|BR0336,3.0,392.57991838331486,270.66075974832404,193.6335272531473,398.57991838331486,276.66075974832404,199.6335272531473,2,4,9,72,137.66374681582852
BR0021,t3_0_c03114,75450.0,par_factible,BR0097|BR0302,3.0,393.7941102208086,233.9509600145156,209.4838825883871,399.7941102208086,239.9509600145156,215.4838825883871,2,5,8,80,130.42712950771136
BR0022,t3_0_c02065,34650.0,par_factible,BR0048|BR0173,3.0,393.3793514415752,267.9427953353622,218.90011012776588,399.3793514415752,273.9427953353622,224.90011012776588,2,4,8,64,137.27260892496176
BR0023,t3_0_c01912,25950.0,par_factible,BR0036|BR0324,3.0,392.8166679298048,263.67258531645336,173.32346955541104,398.8166679298048,269.67258531645336,179.32346955541104,2,4,10,80,136.28730953032786
BR0024,t3_0_c02927,8100.0,par_factible,BR0089|BR0153,3.0,393.7076884869479,263.78945461181,246.60961021833336,399.7076884869479,269.78945461181,252.60961021833336,2,4,7,56,136.49279166131657
BR0025,t3_0_c01885,262350.0,par_factible,BR0036|BR0146,3.0,393.5556888228666,293.7087175790124,173.21740979018506,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0026,t3_0_c03328,256200.0,par_factible,BR0103|BR0281,3.0,393.4641681382296,293.58790228306844,213.74873311428067,399.4641681382296,299.58790228306844,219.74873311428067,2,4,8,64,142.51826104409747
BR0027,t3_0_c01885,154350.0,par_factible,BR0036|BR0146,3.0,393.5556888228666,293.7087175790124,173.21740979018506,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0028,t3_0_c03328,7350.0,par_factible,BR0103|BR0281,3.0,393.4641681382296,293.58790228306844,213.74873311428067,399.4641681382296,299.58790228306844,219.74873311428067,2,4,8,64,142.51826104409747
BR0029,t3_0_c01885,162450.0,par_factible,BR0036|BR0146,3.0,393.5556888228666,293.7087175790124,173.21740979018506,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0030,t3_0_c01885,54750.0,par_factible,BR0036|BR0146,3.0,393.5556888228666,293.7087175790124,173.21740979018506,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0031,t3_0_c01885,26250.0,par_factible,BR0036|BR0146,3.0,393.5556888228666,293.7087175790124,173.21740979018506,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0032,t3_0_c00017,24300.0,optima_individual,BR0010,3.0,392.7054050483174,292.98321510292266,157.35754326615606,398.7054050483174,298.98321510292266,163.35754326615606,2,4,11,88,142.2402895313435
BR0033,t3_0_c00182,135450.0,optima_individual,BR0188,3.0,393.4566533516339,293.5596775026307,193.72620969191308,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0034,t3_0_c01331,1217400.0,par_factible,BR0023|BR0265,3.0,393.2596709720018,233.83781831045505,190.0527315200292,399.2596709720018,239.83781831045505,196.0527315200292,2,5,9,90,130.29510484861507
BR0035,t3_0_c00244,37200.0,optima_individual,BR0283,3.0,393.9870378555164,293.98993116902363,218.99574672917328,399.9870378555164,299.98993116902363,224.99574672917328,2,4,8,64,142.70682345046689
BR0036,t3_0_c00017,47250.0,optima_individual,BR0010,3.0,392.7054050483174,292.98321510292266,157.35754326615606,398.7054050483174,298.98321510292266,163.35754326615606,2,4,11,88,142.2402895313435
BR0037,t3_0_c02927,177300.0,par_factible,BR0089|BR0153,3.0,393.7076884869479,263.78945461181,246.60961021833336,399.7076884869479,269.78945461181,252.60961021833336,2,4,7,56,136.49279166131657
BR0038,t3_0_c05529,84600.0,par_factible,BR0281|BR0329,3.0,393.4639141508548,263.73051038132803,237.947754276541,399.4639141508548,269.73051038132803,243.947754276541,2,4,7,56,136.43107533785584
BR0039,t3_0_c05529,63150.0,par_factible,BR0281|BR0329,3.0,393.4639141508548,263.73051038132803,237.947754276541,399.4639141508548,269.73051038132803,243.947754276541,2,4,7,56,136.43107533785584
BR0040,t3_0_c05529,34200.0,par_factible,BR0281|BR0329,3.0,393.4639141508548,263.73051038132803,237.947754276541,399.4639141508548,269.73051038132803,243.947754276541,2,4,7,56,136.43107533785584
BR0041,t3_0_c05529,116400.0,par_factible,BR0281|BR0329,3.0,393.4639141508548,263.73051038132803,237.947754276541,399.4639141508548,269.73051038132803,243.947754276541,2,4,7,56,136.43107533785584
BR0042,t3_0_c01179,66300.0,par_factible,BR0020|BR0336,3.0,392.57991838331486,270.66075974832404,193.6335272531473,398.57991838331486,276.66075974832404,199.6335272531473,2,4,9,72,137.66374681582852
BR0043,t3_0_c00050,16200.0,optima_individual,BR0043,3.0,390.088343971927,233.45838600874765,151.41683956571677,396.088343971927,239.45838600874765,157.41683956571677,2,5,11,110,129.57119877281846
BR0044,t3_0_c00050,3150.0,optima_individual,BR0043,3.0,390.088343971927,233.45838600874765,151.41683956571677,396.088343971927,239.45838600874765,157.41683956571677,2,5,11,110,129.57119877281846
BR0045,t3_0_c00052,13800.0,optima_individual,BR0045,3.0,387.138869554199,187.89139802363792,142.61741756669724,393.138869554199,193.89139802363792,148.61741756669724,2,6,12,144,119.67997300261707
BR0046,t3_0_c00050,11850.0,optima_individual,BR0043,3.0,390.088343971927,233.45838600874765,151.41683956571677,396.088343971927,239.45838600874765,157.41683956571677,2,5,11,110,129.57119877281846
BR0047,t3_0_c00050,3000.0,optima_individual,BR0043,3.0,390.088343971927,233.45838600874765,151.41683956571677,396.088343971927,239.45838600874765,157.41683956571677,2,5,11,110,129.57119877281846
BR0048,t3_0_c02065,900.0,par_factible,BR0048|BR0173,3.0,393.3793514415752,267.9427953353622,218.90011012776588,399.3793514415752,273.9427953353622,224.90011012776588,2,4,8,64,137.27260892496176
BR0049,t3_0_c02139,10950.0,par_factible,BR0049|BR0339,3.0,390.73605655781535,233.52331852505063,258.1596673788108,396.73605655781535,239.52331852505063,264.1596673788108,2,5,6,60,129.71648829416227
BR0050,t3_0_c02148,19950.0,par_factible,BR0050|BR0087,3.0,393.0910636045863,233.8672546413923,227.07955927274404,399.0910636045863,239.8672546413923,233.07955927274404,2,5,7,70,130.26673154861948
BR0051,t3_0_c02065,900.0,par_factible,BR0048|BR0173,3.0,393.3793514415752,267.9427953353622,218.90011012776588,399.3793514415752,273.9427953353622,224.90011012776588,2,4,8,64,137.27260892496176
BR0052,t3_0_c02055,147600.0,par_factible,BR0048|BR0132,3.0,393.64434395575086,233.93348762026807,244.3743324418364,399.64434395575086,239.93348762026807,250.3743324418364,2,5,7,70,130.3930339604524
BR0053,t3_0_c02148,5100.0,par_factible,BR0050|BR0087,3.0,393.0910636045863,233.8672546413923,227.07955927274404,399.0910636045863,239.8672546413923,233.07955927274404,2,5,7,70,130.26673154861948
BR0054,t3_0_c02139,106800.0,par_factible,BR0049|BR0339,3.0,390.73605655781535,233.52331852505063,258.1596673788108,396.73605655781535,239.52331852505063,264.1596673788108,2,5,6,60,129.71648829416227
BR0055,t3_0_c02055,159450.0,par_factible,BR0048|BR0132,3.0,393.64434395575086,233.93348762026807,244.3743324418364,399.64434395575086,239.93348762026807,250.3743324418364,2,5,7,70,130.3930339604524
BR0056,t3_0_c02055,33000.0,par_factible,BR0048|BR0132,3.0,393.64434395575086,233.93348762026807,244.3743324418364,399.64434395575086,239.93348762026807,250.3743324418364,2,5,7,70,130.3930339604524
BR0057,t3_0_c02230,50400.0,par_factible,BR0051|BR0245,3.0,393.55527844246177,232.97349822456448,238.12594794294867,399.55527844246177,238.97349822456448,244.12594794294867,2,5,7,70,130.17915936126937
BR0058,t3_0_c00052,8100.0,optima_individual,BR0045,3.0,387.138869554199,187.89139802363792,142.61741756669724,393.138869554199,193.89139802363792,148.61741756669724,2,6,12,144,119.67997300261707
BR0059,t3_0_c02139,10800.0,par_factible,BR0049|BR0339,3.0,390.73605655781535,233.52331852505063,258.1596673788108,396.73605655781535,239.52331852505063,264.1596673788108,2,5,6,60,129.71648829416227
BR0060,t3_0_c02230,62100.0,par_factible,BR0051|BR0245,3.0,393.55527844246177,232.97349822456448,238.12594794294867,399.55527844246177,238.97349822456448,244.12594794294867,2,5,7,70,130.17915936126937
BR0061,t3_0_c02230,9750.0,par_factible,BR0051|BR0245,3.0,393.55527844246177,232.97349822456448,238.12594794294867,399.55527844246177,238.97349822456448,244.12594794294867,2,5,7,70,130.17915936126937
BR0062,t3_0_c02230,13050.0,par_factible,BR0051|BR0245,3.0,393.55527844246177,232.97349822456448,238.12594794294867,399.55527844246177,238.97349822456448,244.12594794294867,2,5,7,70,130.17915936126937
BR0063,t3_0_c02230,24900.0,par_factible,BR0051|BR0245,3.0,393.55527844246177,232.97349822456448,238.12594794294867,399.55527844246177,238.97349822456448,244.12594794294867,2,5,7,70,130.17915936126937
BR0064,t3_0_c02139,37200.0,par_factible,BR0049|BR0339,3.0,390.73605655781535,233.52331852505063,258.1596673788108,396.73605655781535,239.52331852505063,264.1596673788108,2,5,6,60,129.71648829416227
BR0065,t3_0_c01885,180600.0,par_factible,BR0036|BR0146,3.0,393.5556888228666,293.7087175790124,173.21740979018506,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0066,t3_0_c00017,100800.0,optima_individual,BR0010,3.0,392.7054050483174,292.98321510292266,157.35754326615606,398.7054050483174,298.98321510292266,163.35754326615606,2,4,11,88,142.2402895313435
BR0067,t3_0_c02927,46200.0,par_factible,BR0089|BR0153,3.0,393.7076884869479,263.78945461181,246.60961021833336,399.7076884869479,269.78945461181,252.60961021833336,2,4,7,56,136.49279166131657
BR0068,t3_0_c03328,94200.0,par_factible,BR0103|BR0281,3.0,393.4641681382296,293.58790228306844,213.74873311428067,399.4641681382296,299.58790228306844,219.74873311428067,2,4,8,64,142.51826104409747
BR0069,t3_0_c02065,118350.0,par_factible,BR0048|BR0173,3.0,393.3793514415752,267.9427953353622,218.90011012776588,399.3793514415752,273.9427953353622,224.90011012776588,2,4,8,64,137.27260892496176
BR0070,t3_0_c01179,71850.0,par_factible,BR0020|BR0336,3.0,392.57991838331486,270.66075974832404,193.6335272531473,398.57991838331486,276.66075974832404,199.6335272531473,2,4,9,72,137.66374681582852
BR0071,t3_0_c02065,91200.0,par_factible,BR0048|BR0173,3.0,393.3793514415752,267.9427953353622,218.90011012776588,399.3793514415752,273.9427953353622,224.90011012776588,2,4,8,64,137.27260892496176
BR0072,t3_0_c02065,98100.0,par_factible,BR0048|BR0173,3.0,393.3793514415752,267.9427953353622,218.90011012776588,399.3793514415752,273.9427953353622,224.90011012776588,2,4,8,64,137.27260892496176
BR0073,t3_0_c01906,54150.0,par_factible,BR0036|BR0286,3.0,393.7899725700244,292.39926112873724,172.17239048860017,399.7899725700244,298.39926112873724,178.17239048860017,2,4,10,80,142.34235141666903
BR0074,t3_0_c00215,71250.0,optima_individual,BR0238,3.0,393.6933311476535,293.7629213646659,251.10014246714508,399.6933311476535,299.7629213646659,257.1001424671451,2,4,7,56,142.60066310139027
BR0075,t3_0_c03929,67200.0,par_factible,BR0130|BR0136,3.0,393.8289178411416,293.87735406052866,265.93141813156893,399.8289178411416,299.87735406052866,271.93141813156893,2,4,6,48,142.65163545395927
BR0076,t3_0_c01912,65250.0,par_factible,BR0036|BR0324,3.0,392.8166679298048,263.67258531645336,173.32346955541104,398.8166679298048,269.67258531645336,179.32346955541104,2,4,10,80,136.28730953032786
BR0077,t3_0_c05690,2362950.0,par_factible,BR0305|BR0323,3.0,393.3976030731008,293.5681517855749,249.904555307698,399.3976030731008,299.5681517855749,255.904555307698,2,4,7,56,142.50066357975038
BR0078,t3_0_c03929,3606150.0,par_factible,BR0130|BR0136,3.0,393.8289178411416,293.87735406052866,265.93141813156893,399.8289178411416,299.87735406052866,271.93141813156893,2,4,6,48,142.65163545395927
BR0079,t3_0_c01389,93150.0,par_factible,BR0024|BR0272,3.0,393.9266398711728,271.254612136389,249.9364698508085,399.9266398711728,277.254612136389,255.9364698508085,2,4,7,56,138.05937859481384
BR0080,t3_0_c02731,78450.0,par_factible,BR0080|BR0363,3.0,391.5091501060696,270.4189154534436,284.666919436779,397.5091501060696,276.4189154534436,290.666919436779,2,4,6,48,137.39613976748484
BR0081,t3_0_c02740,12900.0,par_factible,BR0081|BR0115,3.0,393.8774378149006,271.23439364758985,292.4380707427584,399.8774378149006,277.23439364758985,298.4380707427584,2,4,6,48,138.04522557848938
BR0082,t3_0_c04025,123000.0,par_factible,BR0134|BR0399,3.0,393.4033214246161,293.53136401617496,284.8899092696752,399.4033214246161,299.53136401617496,290.8899092696752,2,4,6,48,142.49432934572704
BR0083,t3_0_c03929,220800.0,par_factible,BR0130|BR0136,3.0,393.8289178411416,293.87735406052866,265.93141813156893,399.8289178411416,299.87735406052866,271.93141813156893,2,4,6,48,142.65163545395927
BR0084,t3_0_c01389,65550.0,par_factible,BR0024|BR0272,3.0,393.9266398711728,271.254612136389,249.9364698508085,399.9266398711728,277.254612136389,255.9364698508085,2,4,7,56,138.05937859481384
BR0085,t3_0_c02731,54000.0,par_factible,BR0080|BR0363,3.0,391.5091501060696,270.4189154534436,284.666919436779,397.5091501060696,276.4189154534436,290.666919436779,2,4,6,48,137.39613976748484
BR0086,t3_0_c02230,70050.0,par_factible,BR0051|BR0245,3.0,393.55527844246177,232.97349822456448,238.12594794294867,399.55527844246177,238.97349822456448,244.12594794294867,2,5,7,70,130.17915936126937
BR0087,t3_0_c02148,34350.0,par_factible,BR0050|BR0087,3.0,393.0910636045863,233.8672546413923,227.07955927274404,399.0910636045863,239.8672546413923,233.07955927274404,2,5,7,70,130.26673154861948
BR0088,t3_0_c02927,28650.0,par_factible,BR0089|BR0153,3.0,393.7076884869479,263.78945461181,246.60961021833336,399.7076884869479,269.78945461181,252.60961021833336,2,4,7,56,136.49279166131657
BR0089,t3_0_c02048,71250.0,par_factible,BR0048|BR0089,3.0,391.4710758806027,233.6306641449553,248.2097474958217,397.4710758806027,239.6306641449553,254.2097474958217,2,5,7,70,129.8882242661688
BR0090,t3_0_c02148,114000.0,par_factible,BR0050|BR0087,3.0,393.0910636045863,233.8672546413923,227.07955927274404,399.0910636045863,239.8672546413923,233.07955927274404,2,5,7,70,130.26673154861948
BR0091,t3_0_c02984,65850.0,par_factible,BR0091|BR0289,3.0,392.7280105895057,233.72134909971595,216.275078730628,398.7280105895057,239.72134909971595,222.275078730628,2,5,8,80,130.16296833623275
BR0092,t3_0_c01389,2666250.0,par_factible,BR0024|BR0272,3.0,393.9266398711728,271.254612136389,249.9364698508085,399.9266398711728,277.254612136389,255.9364698508085,2,4,7,56,138.05937859481384
BR0092XL,t3_0_c00962,2614800.0,par_factible,BR0014|BR0026,3.0,393.70910445851706,293.77403647685014,232.89185265291948,399.70910445851706,299.77403647685014,238.89185265291948,2,4,7,56,142.6061449409515
BR0093,t3_0_c01389,3604500.0,par_factible,BR0024|BR0272,3.0,393.9266398711728,271.254612136389,249.9364698508085,399.9266398711728,277.254612136389,255.9364698508085,2,4,7,56,138.05937859481384
BR0094,t3_0_c02065,6077400.0,par_factible,BR0048|BR0173,3.0,393.3793514415752,267.9427953353622,218.90011012776588,399.3793514415752,273.9427953353622,224.90011012776588,2,4,8,64,137.27260892496176
BR0095,t3_0_c03395,1549050.0,par_factible,BR0106|BR0125,3.0,393.67979964001967,271.1436738797329,214.83358048378489,399.67979964001967,277.1436738797329,220.83358048378489,2,4,8,64,137.9864370070851
BR0096,t3_0_c01179,886650.0,par_factible,BR0020|BR0336,3.0,392.57991838331486,270.66075974832404,193.6335272531473,398.57991838331486,276.66075974832404,199.6335272531473,2,4,9,72,137.66374681582852
BR0097,t3_0_c03114,258300.0,par_factible,BR0097|BR0302,3.0,393.7941102208086,233.9509600145156,209.4838825883871,399.7941102208086,239.9509600145156,215.4838825883871,2,5,8,80,130.42712950771136
BR0098,t3_0_c02065,803400.0,par_factible,BR0048|BR0173,3.0,393.3793514415752,267.9427953353622,218.90011012776588,399.3793514415752,273.9427953353622,224.90011012776588,2,4,8,64,137.27260892496176
BR0099,t3_0_c03114,120750.0,par_factible,BR0097|BR0302,3.0,393.7941102208086,233.9509600145156,209.4838825883871,399.7941102208086,239.9509600145156,215.4838825883871,2,5,8,80,130.42712950771136
BR0100,t3_0_c01885,147450.0,par_factible,BR0036|BR0146,3.0,393.5556888228666,293.7087175790124,173.21740979018506,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0101,t3_0_c01885,42450.0,par_factible,BR0036|BR0146,3.0,393.5556888228666,293.7087175790124,173.21740979018506,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0102,t3_0_c04434,55950.0,par_factible,BR0149|BR0184,3.0,393.8179359474854,293.858575222691,185.06368579979463,399.8179359474854,299.858575222691,191.06368579979463,2,4,9,72,142.6455680265395
BR0103,t3_0_c03328,145200.0,par_factible,BR0103|BR0281,3.0,393.4641681382296,293.58790228306844,213.74873311428067,399.4641681382296,299.58790228306844,219.74873311428067,2,4,8,64,142.51826104409747
BR0104,t3_0_c00182,306300.0,optima_individual,BR0188,3.0,393.4566533516339,293.5596775026307,193.72620969191308,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0105,t3_0_c01885,1882950.0,par_factible,BR0036|BR0146,3.0,393.5556888228666,293.7087175790124,173.21740979018506,399.5556888228666,299.7087175790124,179.21740979018506,2,4,10,80,142.5615507445217
BR0106,t3_0_c02065,29550.0,par_factible,BR0048|BR0173,3.0,393.3793514415752,267.9427953353622,218.90011012776588,399.3793514415752,273.9427953353622,224.90011012776588,2,4,8,64,137.27260892496176
BR0107,t3_0_c02927,218550.0,par_factible,BR0089|BR0153,3.0,393.7076884869479,263.78945461181,246.60961021833336,399.7076884869479,269.78945461181,252.60961021833336,2,4,7,56,136.49279166131657
BR0108,t3_0_c05813,42600.0,par_factible,BR0345|BR0400,3.0,393.8914445734889,293.9195503469279,311.6317288142165,399.8914445734889,299.9195503469279,317.6317288142165,2,4,5,40,142.6729857126232
BR0109,t3_0_c05813,67200.0,par_factible,BR0345|BR0400,3.0,393.8914445734889,293.9195503469279,311.6317288142165,399.8914445734889,299.9195503469279,317.6317288142165,2,4,5,40,142.6729857126232
BR0110,t3_0_c03395,295950.0,par_factible,BR0106|BR0125,3.0,393.67979964001967,271.1436738797329,214.83358048378489,399.67979964001967,277.1436738797329,220.83358048378489,2,4,8,64,137.9864370070851
BR0111,t3_0_c01179,446400.0,par_factible,BR0020|BR0336,3.0,392.57991838331486,270.66075974832404,193.6335272531473,398.57991838331486,276.66075974832404,199.6335272531473,2,4,9,72,137.66374681582852
BR0112,t3_0_c03395,54300.0,par_factible,BR0106|BR0125,3.0,393.67979964001967,271.1436738797329,214.83358048378489,399.67979964001967,277.1436738797329,220.83358048378489,2,4,8,64,137.9864370070851
BR0113,t3_0_c00012,24450.0,optima_individual,BR0007,3.0,393.87944673658205,293.9135773725474,293.8994867430204,399.87944673658205,299.9135773725474,299.8994867430204,2,4,6,48,142.66932193866043
BR0114,t3_0_c03929,28350.0,par_factible,BR0130|BR0136,3.0,393.8289178411416,293.87735406052866,265.93141813156893,399.8289178411416,299.87735406052866,271.93141813156893,2,4,6,48,142.65163545395927
BR0115,t3_0_c04025,161400.0,par_factible,BR0134|BR0399,3.0,393.4033214246161,293.53136401617496,284.8899092696752,399.4033214246161,299.53136401617496,290.8899092696752,2,4,6,48,142.49432934572704
BR0116,t3_0_c00017,11550.0,optima_individual,BR0010,3.0,392.7054050483174,292.98321510292266,157.35754326615606,398.7054050483174,298.98321510292266,163.35754326615606,2,4,11,88,142.2402895313435
BR0117,t3_0_c05690,77250.0,par_factible,BR0305|BR0323,3.0,393.3976030731008,293.5681517855749,249.904555307698,399.3976030731008,299.5681517855749,255.904555307698,2,4,7,56,142.50066357975038
BR0118,t3_0_c00962,44700.0,par_factible,BR0014|BR0026,3.0,393.70910445851706,293.77403647685014,232.89185265291948,399.70910445851706,299.77403647685014,238.89185265291948,2,4,7,56,142.6061449409515
BR0119,t3_0_c00182,74250.0,optima_individual,BR0188,3.0,393.4566533516339,293.5596775026307,193.72620969191308,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0120,t3_0_c03328,1050.0,par_factible,BR0103|BR0281,3.0,393.4641681382296,293.58790228306844,213.74873311428067,399.4641681382296,299.58790228306844,219.74873311428067,2,4,8,64,142.51826104409747
BR0121,t3_0_c05177,46500.0,par_factible,BR0212|BR0255,3.0,392.7173114232068,284.3646459475544,353.2183616105726,398.7173114232068,290.3646459475544,359.2183616105726,2,4,5,40,140.4856182203387
BR0122,t3_0_c03807,65850.0,par_factible,BR0122|BR0255,3.0,391.1201797005956,283.70713571379235,370.8950072691483,397.1201797005956,289.70713571379235,376.8950072691483,2,4,4,32,140.0259562516591
BR0123,t3_0_c00012,28800.0,optima_individual,BR0007,3.0,393.87944673658205,293.9135773725474,293.8994867430204,399.87944673658205,299.9135773725474,299.8994867430204,2,4,6,48,142.66932193866043
BR0124,t3_0_c03807,57750.0,par_factible,BR0122|BR0255,3.0,391.1201797005956,283.70713571379235,370.8950072691483,397.1201797005956,289.70713571379235,376.8950072691483,2,4,4,32,140.0259562516591
BR0125,t3_0_c00182,34500.0,optima_individual,BR0188,3.0,393.4566533516339,293.5596775026307,193.72620969191308,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0126,t3_0_c00215,157950.0,optima_individual,BR0238,3.0,393.6933311476535,293.7629213646659,251.10014246714508,399.6933311476535,299.7629213646659,257.1001424671451,2,4,7,56,142.60066310139027
BR0127,t3_0_c00182,140850.0,optima_individual,BR0188,3.0,393.4566533516339,293.5596775026307,193.72620969191308,399.4566533516339,299.5596775026307,199.72620969191308,2,4,9,72,142.5109746899622
BR0128,t3_0_c03395,13050.0,par_factible,BR0106|BR0125,3.0,393.67979964001967,271.1436738797329,214.83358048378489,399.67979964001967,277.1436738797329,220.83358048378489,2,4,8,64,137.9864370070851
BR0129,t3_0_c03395,6150.0,par_factible,BR0106|BR0125,3.0,393.67979964001967,271.1436738797329,214.83358048378489,399.67979964001967,277.1436738797329,220.83358048378489,2,4,8,64,137.9864370070851
BR0130,t3_0_c03929,362700.0,par_factible,BR0130|BR0136,3.0,393.8289178411416,293.87735406052866,265.93141813156893,399.8289178411416,299.87735406052866,271.93141813156893,2,4,6,48,142.65163545395927
BR0131,t3_0_c03929,156150.0,par_factible,BR0130|BR0136,3.0,393.8289178411416,293.87735406052866,265.93141813156893,399.8289178411416,299.87735406052866,271.93141813156893,2,4,6,48,142.65163545395927
BR0132,t3_0_c02055,94800.0,par_factible,BR0048|BR0132,3.0,393.64434395575086,233.93348762026807,244.3743324418364,399.64434395575086,239.93348762026807,250.3743324418364,2,5,7,70,130.3930339604524
BR0133,t3_0_c02055,37650.0,par_factible,BR0048|BR0132,3.0,393.64434395575086,233.93348762026807,244.3743324418364,399.64434395575086,239.93348762026807,250.3743324418364,2,5,7,70,130.3930339604524
BR0134,t3_0_c04025,2861400.0,par_factible,BR0134|BR0399,3.0,393.4033214246161,293.53136401617496,284.8899092696752,399.4033214246161,299.53136401617496,290.8899092696752,2,4,6,48,142.49432934572704
BR0135,t3_0_c04025,145950.0,par_factible,BR0134|BR0399,3.0,393.4033214246161,293.53136401617496,284.8899092696752,399.4033214246161,299.53136401617496,290.8899092696752,2,4,6,48,142.49432934572704
